workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded
user_920,The target has a smaller foot/bottom.,3N2BF7Y2VSNI3D3XSZ5BUOU16RRMH8,69,f8e8740b44ca276abb6f5a9e4b6b8b34,vase,ShapeNet,c42115bcac36e3569f8c3d2002c77ddb,vase,ShapeNet,False,vase/ShapeNet/c42115bcac36e3569f8c3d2002c77ddb,vase/ShapeNet/f8e8740b44ca276abb6f5a9e4b6b8b34,False,jar,jar,2,"['the', 'target', 'has', 'a', 'small', '-er', 'foot', 'bottom']",8,the target has a small -er foot bottom,train,test,train,test,"[1, 10, 11, 24, 26, 111, 9, 1251, 76, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
user_266,The footprint is larger.,3E13VNJ1NPOL3JSS5V4YA87D8TG1ID,54,ddad820c8cd5c1ee564eaedaeaa04f28,vase,ShapeNet,151a80ff1ad2fe11c8c4893204f16cf,vase,ShapeNet,False,vase/ShapeNet/151a80ff1ad2fe11c8c4893204f16cf,vase/ShapeNet/ddad820c8cd5c1ee564eaedaeaa04f28,False,jar,jar,2,"['the', 'footprint', 'is', 'large', '-er']",5,the footprint is large -er,train,test,train,test,"[1, 10, 1255, 7, 94, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_266,The widest part is not on top.,32Z9ZLUT1ND63GO95FKOMSJ61R3OHM,63,8da5db60ba2c5f9318694f1cc6fb1f8,vase,ShapeNet,353709f2c6862ac56bc258c0f0234be0,vase,ShapeNet,False,vase/ShapeNet/353709f2c6862ac56bc258c0f0234be0,vase/ShapeNet/8da5db60ba2c5f9318694f1cc6fb1f8,False,jar,jar,2,"['the', 'wide', '-est', 'part', 'is', 'not', 'on', 'top']",8,the wide -est part is not on top,train,test,train,test,"[1, 10, 83, 531, 311, 7, 40, 20, 99, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
user_2117,The body of the target is wider.,37XITHEISY2IJL59BFNR5WRVZMJCRB,45,1a9dade4e4a4c47589035c25f0dfeb63,vase,ShapeNet,889b2e6dc1b409cd5e29ce2c9d37b952,vase,ShapeNet,False,vase/ShapeNet/889b2e6dc1b409cd5e29ce2c9d37b952,vase/ShapeNet/1a9dade4e4a4c47589035c25f0dfeb63,False,jar,jar,2,"['the', 'body', 'of', 'the', 'target', 'is', 'wide', '-er']",8,the body of the target is wide -er,train,test,train,test,"[1, 10, 45, 38, 10, 11, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
user_266,It's taller.,3R9WASFE219YOOBACY75Z5EX5GZFZN,297,vase_0381,vase,ModelNet,d090b33ac316a4b8bc7f58784fda27b5,vase,ShapeNet,False,vase/ShapeNet/d090b33ac316a4b8bc7f58784fda27b5,vase/ModelNet/vase_0381,True,jar,vase,0,"['it', 'is', 'tall', '-er']",4,it is tall -er,train,test,train,test,"[1, 23, 7, 53, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_865,"Target has very narrow, long neck, very small mouth",317HQ483I9LOHQZHAI2W7FKGBU7INO,640,1d4a469bdb53d3f77a3f900e0a6f2d83,vase,ShapeNet,1a8f9295b44b48895e8c5748ca5ef3ea,vase,ShapeNet,False,vase/ShapeNet/1a8f9295b44b48895e8c5748ca5ef3ea,vase/ShapeNet/1d4a469bdb53d3f77a3f900e0a6f2d83,True,jar,jar,1,"['target', 'has', 'very', 'narrow', 'long', 'neck', 'very', 'small', 'mouth']",9,target has very narrow long neck very small mouth,train,test,train,test,"[1, 11, 24, 62, 210, 32, 509, 62, 111, 175, 2, 0, 0, 0, 0, 0, 0, 0]"
user_266,The widest part is lower.,3E47SOBEYSP5QM2QLSTIR4Q4CQ0ICD,64,vase_0073,vase,ModelNet,vase_0206,vase,ModelNet,False,vase/ModelNet/vase_0206,vase/ModelNet/vase_0073,False,vase,vase,3,"['the', 'wide', '-est', 'part', 'is', 'low', '-er']",7,the wide -est part is low -er,train,test,train,test,"[1, 10, 83, 531, 311, 7, 345, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_2122,Has a smaller lip,3IAS3U3I0H9I5WWIIPCVT4D559NB28,59,afeb60dda62138a04013b7b0fb1ceaff,vase,ShapeNet,6c47d6e5ee3f6a5da8f6851a5d3f13b6,vase,ShapeNet,False,vase/ShapeNet/6c47d6e5ee3f6a5da8f6851a5d3f13b6,vase/ShapeNet/afeb60dda62138a04013b7b0fb1ceaff,True,jar,jar,3,"['has', 'a', 'small', '-er', 'lip']",5,has a small -er lip,train,test,train,test,"[1, 24, 26, 111, 9, 125, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_433,The foot is flat,3WLEIWSYHQASW9Z4IHMRFFG30MY2HL,690,7797bf6a6f3f4a809e9e01b160c24e12,vase,ShapeNet,912c3e1cf2ef3b9ea7d0cc9b15400f65,vase,ShapeNet,False,vase/ShapeNet/912c3e1cf2ef3b9ea7d0cc9b15400f65,vase/ShapeNet/7797bf6a6f3f4a809e9e01b160c24e12,True,jar,jar,2,"['the', 'foot', 'is', 'flat']",4,the foot is flat,train,test,train,test,"[1, 10, 1251, 7, 129, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_920,The target has a wider mouth.,3IUZPWIU1Q05AFYJ2MEVGECKWA2KWU,58,88160fcb6c1eef2c35ac4a6a37bb3b6,vase,ShapeNet,vase_0255,vase,ModelNet,False,vase/ModelNet/vase_0255,vase/ShapeNet/88160fcb6c1eef2c35ac4a6a37bb3b6,False,vase,jar,1,"['the', 'target', 'has', 'a', 'wide', '-er', 'mouth']",7,the target has a wide -er mouth,test,test,test,test,"[1, 10, 11, 24, 26, 83, 9, 175, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
