workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded
user_2120,the seat is less wide,3A7Y0R2P2QHPOVXRU6A5HIQEXKWJXC,147,497f67c006770b9f94e98ee4fdfd7464,chair,ShapeNet,a99be8e57aea8592a38859fd71bee28c,chair,ShapeNet,False,chair/ShapeNet/a99be8e57aea8592a38859fd71bee28c,chair/ShapeNet/497f67c006770b9f94e98ee4fdfd7464,True,chair,chair,1,"['the', 'seat', 'is', 'less', 'wide']",5,the seat is less wide,train,test,train,test,"[1, 10, 2255, 7, 229, 83, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_677,the spindles are slim,3DQQ64TANIE6L6VZFEJ3CVYJXMKWPU,267,401e07ff01b1bfe64d85e9aeb23ad69a,chair,ShapeNet,9e54053a1b16299153c5215ed09cc4b0,chair,ShapeNet,False,chair/ShapeNet/9e54053a1b16299153c5215ed09cc4b0,chair/ShapeNet/401e07ff01b1bfe64d85e9aeb23ad69a,True,chair,chair,1,"['the', 'spindles', 'are', 'slim']",4,the spindles are slim,train,test,train,test,"[1, 10, 1358, 16, 829, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_2114,the seat is thin and not curved,3C5W7UE9CHJFP33CX3NXXAIUL92MX2,51,6e1e73e14637a28da1c367d7a459a9b7,chair,ShapeNet,2282142b6b136a6f2ebeb1e6a8111f53,chair,ShapeNet,False,chair/ShapeNet/2282142b6b136a6f2ebeb1e6a8111f53,chair/ShapeNet/6e1e73e14637a28da1c367d7a459a9b7,False,chair,chair,2,"['the', 'seat', 'is', 'thin', 'and', 'not', 'curved']",7,the seat is thin and not curved,train,test,train,test,"[1, 10, 2255, 7, 60, 47, 40, 51, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_757,it has a big curved pedestal,3IKZ72A5B6947ZXR9AWB4I7O268FN2,156,17dee0cfe9a370b134bce1184e175df4,chair,ShapeNet,4011b7d293cbeae11890f3b4ec900fa,chair,ShapeNet,False,chair/ShapeNet/4011b7d293cbeae11890f3b4ec900fa,chair/ShapeNet/17dee0cfe9a370b134bce1184e175df4,True,chair,chair,0,"['it', 'has', 'a', 'big', 'curved', 'pedestal']",6,it has a big curved pedestal,train,test,train,test,"[1, 23, 24, 26, 320, 51, 262, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1379,the back of the chair is more stubby,3EFVCAY5L52Z9UWJMYYD1J9L6GZJ8Q,80,117930a8f2e37f9b707cdefe012d0353,chair,ShapeNet,e922bbf8088552badd7092ed47061a36,chair,ShapeNet,False,chair/ShapeNet/e922bbf8088552badd7092ed47061a36,chair/ShapeNet/117930a8f2e37f9b707cdefe012d0353,False,chair,chair,0,"['the', 'back', 'of', 'the', 'chair', 'is', 'more', 'stubby']",8,the back of the chair is more stubby,train,test,train,test,"[1, 10, 183, 38, 10, 2251, 7, 34, 1812, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_326,it has four high skinny legs,3P4MQ7TPPZ5CT9WE1I56UXG967TBBU,93,8ec3459ab9fa3ce8738e43095496b061,chair,ShapeNet,bd3e65b625c9d994b022c94235bc8601,chair,ShapeNet,False,chair/ShapeNet/bd3e65b625c9d994b022c94235bc8601,chair/ShapeNet/8ec3459ab9fa3ce8738e43095496b061,False,chair,chair,1,"['it', 'has', 'four', 'high', 'skinny', 'legs']",6,it has four high skinny legs,train,test,train,test,"[1, 23, 24, 322, 49, 282, 547, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_786,the seat is skinny almost like a sheet of metal,3KWTYT0872WMH21HRL3N5ECM85ML5R,291,4a0f1aa6a24c889dc2f927df125f5ce4,chair,ShapeNet,473cbfa40ff731d92e75d78b4c7ea93,chair,ShapeNet,False,chair/ShapeNet/473cbfa40ff731d92e75d78b4c7ea93,chair/ShapeNet/4a0f1aa6a24c889dc2f927df125f5ce4,False,chair,chair,3,"['the', 'seat', 'is', 'skinny', 'almost', 'like', 'a', 'sheet', 'of', 'metal']",10,the seat is skinny almost like a sheet of metal,train,test,train,test,"[1, 10, 2255, 7, 282, 505, 35, 26, 2393, 38, 1206, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1693,the back is a little more skinny,3RXPCZQMQR477SMXF74VPWUWK4AG1N,114,732ee6a49bd6db06aed393947b9cb125,chair,ShapeNet,cd9702520ad57689bbc7a6acbd8f058b,chair,ShapeNet,False,chair/ShapeNet/cd9702520ad57689bbc7a6acbd8f058b,chair/ShapeNet/732ee6a49bd6db06aed393947b9cb125,True,chair,chair,1,"['the', 'back', 'is', 'a', 'little', 'more', 'skinny']",7,the back is a little more skinny,train,test,train,test,"[1, 10, 183, 7, 26, 907, 34, 282, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_203,the back posts are curved,31LVTDXBL93BMPZFOSGQ8FHI0WTLR5,213,d3f31fd0fc99f45e8b3f6b4a44a70e52,chair,ShapeNet,ab62680f067bf94dd6a6b5838ef6b356,chair,ShapeNet,False,chair/ShapeNet/ab62680f067bf94dd6a6b5838ef6b356,chair/ShapeNet/d3f31fd0fc99f45e8b3f6b4a44a70e52,True,chair,chair,4,"['the', 'back', 'posts', 'are', 'curved']",5,the back posts are curved,train,test,train,test,"[1, 10, 183, 2096, 16, 51, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1792,it has more lanky legs,30X31N5D65J6RL8O6QR5PB63SL1ASM,93,5b0e833cf2ea465e42bd82e95587d8af,chair,ShapeNet,a16b8de490656d03713decb1a0563b12,chair,ShapeNet,False,chair/ShapeNet/a16b8de490656d03713decb1a0563b12,chair/ShapeNet/5b0e833cf2ea465e42bd82e95587d8af,True,chair,chair,0,"['it', 'has', 'more', 'lanky', 'legs']",5,it has more lanky legs,train,test,train,test,"[1, 23, 24, 34, 3, 547, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
