workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded
user_8,The shade's circular diameter is larger,3E13VNJ1NPOL3JSS5V4YA87CZUF1I3,103,5116452b7826dfd92548598e855f0844,lamp,ShapeNet,86f8f2c064c79e6cb0c0d433974e32b,lamp,ShapeNet,False,lamp/ShapeNet/86f8f2c064c79e6cb0c0d433974e32b,lamp/ShapeNet/5116452b7826dfd92548598e855f0844,True,lamp,lamp,3,"['the', 'shade', ""'s"", 'circular', 'diameter', 'is', 'large', '-er']",8,the shade 's circular diameter is large -er,test,test,test,test,"[1, 10, 1873, 12, 102, 268, 7, 94, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1106,The base is wider,3W2LOLRXLD802JHX3S4PTF431RPRKP,48,397f450de4fc6fd4fcb8d8c6d4df8143,lamp,ShapeNet,da5db67a2385d5e8da9baff5f5368802,lamp,ShapeNet,False,lamp/ShapeNet/da5db67a2385d5e8da9baff5f5368802,lamp/ShapeNet/397f450de4fc6fd4fcb8d8c6d4df8143,True,lamp,lamp,2,"['the', 'base', 'is', 'wide', '-er']",5,the base is wide -er,train,test,train,test,"[1, 10, 103, 7, 83, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1191,The poles have wider sections between them.,3FPRZHYEP00MZSQ7R6H0DQC4BWPV3Q,182,397f450de4fc6fd4fcb8d8c6d4df8143,lamp,ShapeNet,d82a17b1f646e95dfcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/d82a17b1f646e95dfcb8d8c6d4df8143,lamp/ShapeNet/397f450de4fc6fd4fcb8d8c6d4df8143,True,lamp,lamp,0,"['the', 'poles', 'have', 'wide', '-er', 'sections', 'between', 'them']",8,the poles have wide -er sections between them,train,test,train,test,"[1, 10, 1008, 84, 83, 9, 439, 657, 1163, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1106,The base is smaller,3RXPCZQMQR477SMXF74VPWUWKI1G16,58,28d35fb9035fcbfffd5c9a0fa28996b4,lamp,ShapeNet,4d6ea3aabaf02bcd29c39f613cc72411,lamp,ShapeNet,False,lamp/ShapeNet/4d6ea3aabaf02bcd29c39f613cc72411,lamp/ShapeNet/28d35fb9035fcbfffd5c9a0fa28996b4,True,lamp,lamp,0,"['the', 'base', 'is', 'small', '-er']",5,the base is small -er,train,test,train,test,"[1, 10, 103, 7, 111, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1810,The shade is taller,3YHH42UU5D8NMVFGUFXBOJGUBCD0LZ,58,d378c508566d68cb48d2aef7552b65e3,lamp,ShapeNet,3977cc8807304dfc5adb3ef1dbe9e3b3,lamp,ShapeNet,True,lamp/ShapeNet/3977cc8807304dfc5adb3ef1dbe9e3b3,lamp/ShapeNet/d378c508566d68cb48d2aef7552b65e3,True,lamp,lamp,0,"['the', 'shade', 'is', 'tall', '-er']",5,the shade is tall -er,train,test,train,test,"[1, 10, 1873, 7, 53, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_2001,It has a round base,3H0W84IWBMVXGJPN76TMVKRXB3NRE9,24,9c3c8db3c4b29c8e7bcb070cc655f13a,lamp,ShapeNet,91d0d5301653c3b33da8556a622a2ae1,lamp,ShapeNet,False,lamp/ShapeNet/91d0d5301653c3b33da8556a622a2ae1,lamp/ShapeNet/9c3c8db3c4b29c8e7bcb070cc655f13a,False,lamp,lamp,1,"['it', 'has', 'a', 'round', 'base']",5,it has a round base,train,test,train,test,"[1, 23, 24, 26, 134, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1291,The neck appears slightly shorter,3L70J4KAZIF0PWP690WGUCK3HBVAD8,150,b8c6a482bc4d5da6fcb8d8c6d4df8143,lamp,ShapeNet,31d93627f2fbf86dfcb8d8c6d4df8143,lamp,ShapeNet,False,lamp/ShapeNet/31d93627f2fbf86dfcb8d8c6d4df8143,lamp/ShapeNet/b8c6a482bc4d5da6fcb8d8c6d4df8143,True,lamp,lamp,1,"['the', 'neck', 'appears', 'slightly', 'short', '-er']",6,the neck appears slightly short -er,train,test,train,test,"[1, 10, 509, 411, 174, 8, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_17,The target has a larger base,35GCEFQ6I7H38CVHS363YWP0ZDXZ38,50,8338a18d589c26d21c648623457982d0,lamp,ShapeNet,4ba237c2c40313f373b3ec02b97cb0f,lamp,ShapeNet,False,lamp/ShapeNet/4ba237c2c40313f373b3ec02b97cb0f,lamp/ShapeNet/8338a18d589c26d21c648623457982d0,False,lamp,lamp,0,"['the', 'target', 'has', 'a', 'large', '-er', 'base']",7,the target has a large -er base,train,test,train,test,"[1, 10, 11, 24, 26, 94, 9, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_313,The target is taller,3WT783CTPDAV3EOKFI115HMQ80GCBN,102,dac278ab197b5efefaa6996ece0d86f4,lamp,ShapeNet,c8305b6f8521e9b3565822a81bbbb03d,lamp,ShapeNet,False,lamp/ShapeNet/c8305b6f8521e9b3565822a81bbbb03d,lamp/ShapeNet/dac278ab197b5efefaa6996ece0d86f4,False,lamp,lamp,0,"['the', 'target', 'is', 'tall', '-er']",5,the target is tall -er,train,test,train,test,"[1, 10, 11, 7, 53, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_952,it has 3 small shades.,3Z7ISHFUH2OP991N4K1ZPDXBFTPZ8O,105,816bafd4dd0a04756da1275102abcdb1,lamp,ShapeNet,fc8cfb4ad6730207ad90876bf5435820,lamp,ShapeNet,False,lamp/ShapeNet/fc8cfb4ad6730207ad90876bf5435820,lamp/ShapeNet/816bafd4dd0a04756da1275102abcdb1,False,lamp,lamp,0,"['it', 'has', 'three', 'small', 'shades']",5,it has three small shades,train,test,train,test,"[1, 23, 24, 80, 111, 1847, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
