workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded
user_2122,cables are not hidden,3A7Y0R2P2QHPOVXRU6A5HIQDHOQJXW,52,771d4def2e44bc169eb34048e600e1ea,lamp,ShapeNet,979867c99d8e0b7a4601feca428b2996,lamp,ShapeNet,False,lamp/ShapeNet/979867c99d8e0b7a4601feca428b2996,lamp/ShapeNet/771d4def2e44bc169eb34048e600e1ea,False,lamp,lamp,1,"['cables', 'are', 'not', 'hidden']",4,cables are not hidden,train,test,train,test,"[1, 3786, 16, 40, 1953, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_947,The base is conical,3TU5ZICBRFUGVH0WHOIMYKL64BEQ8T,48,d378c508566d68cb48d2aef7552b65e3,lamp,ShapeNet,445724eab48f591cd650d96de5aec623,lamp,ShapeNet,False,lamp/ShapeNet/445724eab48f591cd650d96de5aec623,lamp/ShapeNet/d378c508566d68cb48d2aef7552b65e3,True,lamp,lamp,1,"['The', 'base', 'is', 'conical']",4,The base is conical,train,test,train,test,"[1, 3, 103, 7, 399, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_947,The light has a rounded square shape,3R08VXYT7EOHF0RZJSPMC97XHT8W71,52,9c62735cc43add358f63636e145483fb,lamp,ShapeNet,40c778a9ff366c2bf36ea1eb6542fe7e,lamp,ShapeNet,False,lamp/ShapeNet/40c778a9ff366c2bf36ea1eb6542fe7e,lamp/ShapeNet/9c62735cc43add358f63636e145483fb,True,lamp,lamp,1,"['The', 'light', 'has', 'a', 'rounded', 'square', 'shape']",7,The light has a rounded square shape,train,test,train,test,"[1, 3, 693, 24, 26, 48, 50, 93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_2122,has a circular like shade,3DY4FPOOA3HEIUB92WIWVOFJBT5RVK,95,b000d66b8f78ab20cfdfe3f21f42a111,lamp,ShapeNet,545672cd928e85e7d706ecb3379aa341,lamp,ShapeNet,False,lamp/ShapeNet/545672cd928e85e7d706ecb3379aa341,lamp/ShapeNet/b000d66b8f78ab20cfdfe3f21f42a111,False,lamp,lamp,0,"['has', 'a', 'circular', 'like', 'shade']",5,has a circular like shade,train,test,train,test,"[1, 24, 26, 102, 35, 1873, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_704,the base is shorter,3Z2R0DQ0JJ7GCZ82SGELUCJPZ792EZ,101,1b957f2c258ed744b3c42e318f3affc,lamp,ShapeNet,a9ed31fba7eacd42f51f77a6d7299806,lamp,ShapeNet,False,lamp/ShapeNet/a9ed31fba7eacd42f51f77a6d7299806,lamp/ShapeNet/1b957f2c258ed744b3c42e318f3affc,False,lamp,lamp,1,"['the', 'base', 'is', 'shorter']",4,the base is shorter,train,test,train,test,"[1, 10, 103, 7, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1283,is taller,3OWEPKL08B5RS6ILRRYZGQU6OFCN75,99,e6629a35985260b8702476de6c89c9e9,lamp,ShapeNet,f9b41c5ee5ce8b6fcb8d8c6d4df8143,lamp,ShapeNet,True,lamp/ShapeNet/f9b41c5ee5ce8b6fcb8d8c6d4df8143,lamp/ShapeNet/e6629a35985260b8702476de6c89c9e9,False,lamp,lamp,0,"['is', 'taller']",2,is taller,test,test,test,test,"[1, 7, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1961,it has a broader shade at the top,3DBQWDE4Y8RC52423YJ2I6GAX6RN5U,91,5859f1dcc6e47322e7c7920f6a65a54d,lamp,ShapeNet,53d7272eee54bad2f841233486fac2b,lamp,ShapeNet,False,lamp/ShapeNet/53d7272eee54bad2f841233486fac2b,lamp/ShapeNet/5859f1dcc6e47322e7c7920f6a65a54d,True,lamp,lamp,3,"['it', 'has', 'a', 'broader', 'shade', 'at', 'the', 'top']",8,it has a broader shade at the top,train,test,train,test,"[1, 23, 24, 26, 3, 1873, 98, 10, 99, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_1283,it has three lamp coverings,3W2LOLRXLD802JHX3S4PTF42VVVRKV,198,ffc3e351b9ae77b0d42b9650f19dd425,lamp,ShapeNet,1845801e19ac5c22683869a26110a529,lamp,ShapeNet,False,lamp/ShapeNet/1845801e19ac5c22683869a26110a529,lamp/ShapeNet/ffc3e351b9ae77b0d42b9650f19dd425,False,lamp,lamp,0,"['it', 'has', 'three', 'lamp', 'coverings']",5,it has three lamp coverings,train,test,train,test,"[1, 23, 24, 80, 295, 5111, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_901,the target has two bolsters,3WLEIWSYHQASW9Z4IHMRFFG2RQ9H28,88,bb53a3c6ac9cbd386fa63795f94c4d8c,lamp,ShapeNet,54a7ea6d6e297a849eb34048e600e1ea,lamp,ShapeNet,False,lamp/ShapeNet/54a7ea6d6e297a849eb34048e600e1ea,lamp/ShapeNet/bb53a3c6ac9cbd386fa63795f94c4d8c,True,lamp,lamp,1,"['the', 'target', 'has', 'two', 'bolsters']",5,the target has two bolsters,train,test,train,test,"[1, 10, 11, 24, 17, 4074, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
user_845,it has a rectangular base,3FE2ERCCZZ1YGXMXOSSTV1LXK5VOPG,283,238138a3b01dc4fa68f9be495c6674d2,lamp,ShapeNet,15606afd522923eb4e91947b208587c6,lamp,ShapeNet,False,lamp/ShapeNet/15606afd522923eb4e91947b208587c6,lamp/ShapeNet/238138a3b01dc4fa68f9be495c6674d2,False,lamp,lamp,2,"['it', 'has', 'a', 'rectangular', 'base']",5,it has a rectangular base,train,test,train,test,"[1, 23, 24, 26, 128, 103, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
